year,climate_variable_recon,lower,upper,climate_variable_recon_scale,lower_scale,upper_scale
1455,-0.1,-0.38,0.32,-0.41,-1.77,1.62
1456,-0.12,-0.38,0.23,-0.5,-1.77,1.17
1457,-0.14,-0.45,0.18,-0.58,-2.1,0.95
1458,-0.07,-0.42,0.35,-0.27,-1.94,1.77
1459,0.05,-0.27,0.42,0.31,-1.23,2.14
1460,-0.1,-0.41,0.28,-0.42,-1.89,1.45
1461,-0.15,-0.47,0.19,-0.64,-2.18,1.01
1462,-0.13,-0.41,0.16,-0.56,-1.89,0.87
1463,-0.1,-0.39,0.27,-0.41,-1.79,1.4
1464,-0.09,-0.39,0.29,-0.37,-1.81,1.47
1465,-0.05,-0.38,0.4,-0.17,-1.75,2
1466,-0.12,-0.43,0.19,-0.51,-1.99,1.01
1467,-0.15,-0.48,0.21,-0.67,-2.25,1.09
1468,-0.16,-0.48,0.18,-0.69,-2.25,0.98
1469,-0.15,-0.44,0.16,-0.64,-2.03,0.85
1470,-0.12,-0.39,0.21,-0.52,-1.83,1.11
1471,-0.13,-0.39,0.23,-0.54,-1.8,1.19
1472,-0.13,-0.4,0.18,-0.53,-1.83,0.95
1473,-0.17,-0.48,0.16,-0.74,-2.24,0.87
1474,-0.18,-0.51,0.13,-0.81,-2.41,0.69
1475,-0.13,-0.4,0.16,-0.57,-1.87,0.86
1476,-0.14,-0.42,0.16,-0.61,-1.95,0.87
1477,-0.12,-0.39,0.25,-0.51,-1.82,1.28
1478,-0.11,-0.39,0.23,-0.44,-1.79,1.19
1479,-0.15,-0.48,0.2,-0.66,-2.27,1.07
1480,-0.17,-0.49,0.16,-0.74,-2.28,0.87
1481,-0.15,-0.43,0.16,-0.64,-1.99,0.84
1482,-0.15,-0.43,0.17,-0.63,-2.01,0.91
1483,-0.14,-0.41,0.18,-0.58,-1.88,0.95
1484,-0.15,-0.45,0.17,-0.64,-2.08,0.9
1485,-0.15,-0.44,0.14,-0.67,-2.08,0.78
1486,-0.12,-0.4,0.21,-0.49,-1.84,1.09
1487,-0.1,-0.38,0.23,-0.41,-1.78,1.19
1488,-0.17,-0.5,0.18,-0.73,-2.32,0.98
1489,-0.14,-0.42,0.14,-0.59,-1.97,0.76
1490,-0.05,-0.41,0.39,-0.16,-1.92,1.99
1491,-0.06,-0.41,0.38,-0.23,-1.9,1.94
1492,-0.1,-0.39,0.25,-0.4,-1.8,1.32
1493,-0.12,-0.4,0.21,-0.48,-1.87,1.08
1494,-0.09,-0.41,0.31,-0.35,-1.89,1.57
1495,-0.1,-0.38,0.24,-0.42,-1.76,1.24
1496,-0.14,-0.44,0.16,-0.61,-2.04,0.83
1497,-0.14,-0.44,0.16,-0.6,-2.04,0.85
1498,-0.16,-0.44,0.15,-0.68,-2.06,0.81
1499,-0.12,-0.38,0.23,-0.49,-1.74,1.2
1500,-0.04,-0.42,0.41,-0.13,-1.96,2.06
1501,-0.06,-0.4,0.39,-0.21,-1.85,1.98
1502,-0.13,-0.43,0.18,-0.57,-2.03,0.97
1503,-0.22,-0.57,0.21,-0.97,-2.69,1.12
1504,-0.22,-0.6,0.2,-0.96,-2.83,1.04
1505,-0.16,-0.48,0.14,-0.7,-2.23,0.78
1506,-0.15,-0.42,0.16,-0.63,-1.96,0.85
1507,-0.13,-0.4,0.17,-0.56,-1.87,0.92
1508,-0.14,-0.41,0.15,-0.59,-1.89,0.8
1509,-0.08,-0.41,0.32,-0.31,-1.91,1.62
1510,-0.09,-0.37,0.29,-0.34,-1.69,1.49
1511,-0.12,-0.39,0.21,-0.48,-1.8,1.1
1512,-0.04,-0.44,0.49,-0.11,-2.07,2.46
1513,-0.1,-0.36,0.27,-0.41,-1.69,1.38
1514,-0.13,-0.41,0.17,-0.57,-1.89,0.92
1515,-0.11,-0.38,0.24,-0.44,-1.77,1.25
1516,-0.07,-0.41,0.39,-0.25,-1.9,2
1517,-0.09,-0.39,0.32,-0.37,-1.79,1.63
1518,-0.09,-0.39,0.35,-0.34,-1.82,1.78
1519,-0.1,-0.39,0.24,-0.42,-1.79,1.24
1520,-0.11,-0.39,0.23,-0.45,-1.82,1.17
1521,-0.04,-0.43,0.5,-0.11,-2.03,2.5
1522,-0.09,-0.39,0.34,-0.37,-1.81,1.74
1523,-0.09,-0.39,0.32,-0.37,-1.83,1.63
1524,-0.08,-0.4,0.35,-0.33,-1.84,1.79
1525,-0.12,-0.4,0.18,-0.52,-1.85,0.97
1526,-0.19,-0.53,0.15,-0.85,-2.48,0.81
1527,-0.13,-0.41,0.18,-0.56,-1.92,0.97
1528,-0.11,-0.39,0.23,-0.44,-1.79,1.2
1529,-0.17,-0.46,0.16,-0.72,-2.17,0.84
1530,-0.15,-0.45,0.16,-0.63,-2.09,0.86
1531,-0.15,-0.43,0.15,-0.65,-2.01,0.79
1532,-0.1,-0.39,0.25,-0.4,-1.81,1.31
1533,-0.09,-0.36,0.31,-0.36,-1.67,1.59
1534,-0.13,-0.41,0.17,-0.57,-1.9,0.92
1535,-0.12,-0.38,0.23,-0.51,-1.78,1.22
1536,-0.09,-0.38,0.28,-0.35,-1.74,1.46
1537,-0.12,-0.39,0.25,-0.48,-1.79,1.28
1538,-0.1,-0.36,0.25,-0.39,-1.68,1.29
1539,-0.14,-0.41,0.14,-0.58,-1.92,0.77
1540,-0.05,-0.42,0.39,-0.15,-1.98,1.99
1541,-0.08,-0.39,0.35,-0.28,-1.82,1.79
1542,-0.11,-0.4,0.2,-0.45,-1.84,1.05
1543,-0.14,-0.42,0.15,-0.62,-1.96,0.79
1544,-0.12,-0.39,0.21,-0.5,-1.8,1.1
1545,-0.11,-0.39,0.23,-0.44,-1.8,1.2
1546,-0.04,-0.42,0.43,-0.11,-1.96,2.18
1547,-0.1,-0.38,0.29,-0.39,-1.77,1.51
1548,-0.13,-0.4,0.2,-0.53,-1.85,1.05
1549,-0.12,-0.4,0.22,-0.51,-1.86,1.16
1550,-0.12,-0.4,0.19,-0.49,-1.87,1
1551,-0.13,-0.39,0.16,-0.55,-1.8,0.87
1552,-0.09,-0.39,0.33,-0.34,-1.82,1.7
1553,-0.13,-0.41,0.18,-0.56,-1.9,0.94
1554,-0.14,-0.42,0.15,-0.6,-1.94,0.79
1555,-0.13,-0.4,0.17,-0.57,-1.87,0.91
1556,-0.13,-0.39,0.2,-0.54,-1.82,1.03
1557,-0.1,-0.4,0.31,-0.39,-1.85,1.61
1558,-0.1,-0.39,0.35,-0.41,-1.82,1.76
1559,-0.12,-0.4,0.22,-0.5,-1.85,1.14
1560,-0.12,-0.4,0.23,-0.48,-1.84,1.18
1561,-0.1,-0.38,0.29,-0.41,-1.74,1.49
1562,-0.13,-0.38,0.23,-0.53,-1.78,1.21
1563,-0.11,-0.39,0.22,-0.47,-1.8,1.16
1564,-0.15,-0.44,0.15,-0.67,-2.07,0.81
1565,-0.17,-0.46,0.13,-0.73,-2.17,0.71
1566,-0.11,-0.4,0.25,-0.45,-1.86,1.28
1567,-0.08,-0.4,0.35,-0.29,-1.85,1.79
1568,-0.11,-0.39,0.27,-0.45,-1.82,1.39
1569,-0.13,-0.39,0.19,-0.55,-1.83,1.02
1570,-0.1,-0.41,0.27,-0.41,-1.92,1.39
1571,-0.07,-0.4,0.36,-0.28,-1.87,1.85
1572,-0.13,-0.39,0.21,-0.53,-1.8,1.09
1573,-0.13,-0.42,0.18,-0.55,-1.94,0.98
1574,-0.16,-0.48,0.18,-0.7,-2.26,0.94
1575,-0.15,-0.44,0.15,-0.67,-2.05,0.81
1576,-0.11,-0.39,0.25,-0.46,-1.82,1.31
1577,-0.12,-0.39,0.21,-0.5,-1.82,1.1
1578,-0.15,-0.42,0.17,-0.63,-1.97,0.91
1579,-0.14,-0.43,0.17,-0.62,-1.99,0.91
1580,-0.14,-0.44,0.16,-0.62,-2.05,0.83
1581,-0.19,-0.52,0.22,-0.83,-2.43,1.15
1582,-0.19,-0.54,0.2,-0.86,-2.55,1.06
1583,-0.15,-0.44,0.13,-0.63,-2.05,0.72
1584,-0.12,-0.41,0.16,-0.51,-1.89,0.87
1585,-0.16,-0.46,0.12,-0.7,-2.15,0.68
1586,-0.08,-0.41,0.32,-0.32,-1.89,1.65
1587,-0.08,-0.4,0.34,-0.31,-1.86,1.73
1588,-0.05,-0.41,0.42,-0.17,-1.93,2.11
1589,-0.03,-0.42,0.47,-0.08,-1.95,2.35
1590,-0.1,-0.37,0.31,-0.38,-1.73,1.57
1591,-0.13,-0.4,0.18,-0.56,-1.88,0.97
1592,-0.09,-0.39,0.34,-0.35,-1.83,1.75
1593,-0.04,-0.42,0.47,-0.12,-1.96,2.35
1594,-0.1,-0.39,0.29,-0.39,-1.8,1.51
1595,-0.12,-0.4,0.25,-0.51,-1.84,1.3
1596,-0.12,-0.41,0.19,-0.51,-1.89,1.02
1597,-0.2,-0.55,0.16,-0.9,-2.59,0.87
1598,-0.15,-0.42,0.14,-0.64,-1.94,0.78
1599,-0.07,-0.41,0.35,-0.26,-1.92,1.77
1600,-0.06,-0.39,0.41,-0.19,-1.82,2.06
1601,-0.09,-0.37,0.32,-0.35,-1.73,1.62
1602,-0.11,-0.39,0.28,-0.47,-1.81,1.46
1603,-0.12,-0.39,0.24,-0.5,-1.81,1.25
1604,-0.13,-0.4,0.18,-0.54,-1.87,0.97
1605,-0.11,-0.38,0.25,-0.47,-1.75,1.28
1606,-0.08,-0.36,0.33,-0.29,-1.68,1.67
1607,-0.11,-0.38,0.21,-0.45,-1.76,1.12
1608,-0.07,-0.39,0.37,-0.27,-1.8,1.89
1609,-0.15,-0.44,0.15,-0.64,-2.04,0.83
1610,-0.2,-0.55,0.12,-0.9,-2.59,0.66
1611,-0.12,-0.39,0.23,-0.51,-1.8,1.2
1612,-0.1,-0.4,0.29,-0.38,-1.84,1.48
1613,-0.12,-0.39,0.2,-0.48,-1.81,1.07
1614,-0.18,-0.5,0.19,-0.79,-2.37,1.02
1615,-0.2,-0.54,0.16,-0.9,-2.54,0.88
1616,-0.15,-0.44,0.16,-0.64,-2.07,0.87
1617,-0.13,-0.42,0.17,-0.56,-1.95,0.9
1618,-0.11,-0.38,0.24,-0.44,-1.78,1.27
1619,-0.12,-0.4,0.2,-0.52,-1.86,1.04
1620,-0.14,-0.44,0.17,-0.6,-2.05,0.9
1621,-0.15,-0.42,0.13,-0.62,-1.97,0.7
1622,-0.09,-0.4,0.29,-0.38,-1.84,1.5
1623,-0.06,-0.4,0.41,-0.2,-1.88,2.06
1624,-0.09,-0.38,0.35,-0.34,-1.77,1.78
1625,-0.06,-0.43,0.42,-0.19,-1.99,2.12
1626,-0.06,-0.39,0.41,-0.23,-1.81,2.07
1627,-0.12,-0.4,0.22,-0.5,-1.83,1.14
1628,-0.15,-0.46,0.19,-0.63,-2.16,1
1629,-0.15,-0.44,0.15,-0.64,-2.03,0.8
1630,-0.13,-0.4,0.17,-0.54,-1.87,0.89
1631,-0.14,-0.41,0.16,-0.59,-1.89,0.88
1632,-0.13,-0.41,0.17,-0.55,-1.91,0.89
1633,-0.19,-0.53,0.2,-0.86,-2.49,1.06
1634,-0.24,-0.61,0.21,-1.07,-2.9,1.09
1635,-0.23,-0.59,0.18,-1.03,-2.8,0.96
1636,-0.14,-0.41,0.14,-0.59,-1.92,0.74
1637,-0.06,-0.4,0.39,-0.21,-1.88,1.97
1638,-0.11,-0.39,0.3,-0.45,-1.83,1.52
1639,-0.11,-0.4,0.27,-0.47,-1.84,1.39
1640,-0.08,-0.42,0.37,-0.3,-1.93,1.9
1641,-0.05,-0.41,0.5,-0.18,-1.91,2.52
1642,-0.1,-0.38,0.29,-0.4,-1.74,1.48
1643,-0.08,-0.38,0.36,-0.32,-1.78,1.81
1644,-0.08,-0.41,0.36,-0.3,-1.92,1.82
1645,-0.05,-0.39,0.46,-0.18,-1.82,2.31
1646,-0.15,-0.45,0.17,-0.64,-2.11,0.89
1647,-0.19,-0.51,0.13,-0.84,-2.38,0.71
1648,-0.14,-0.41,0.16,-0.59,-1.9,0.84
1649,-0.13,-0.4,0.19,-0.54,-1.86,0.99
1650,-0.12,-0.39,0.19,-0.5,-1.8,1.02
1651,-0.14,-0.41,0.15,-0.59,-1.91,0.8
1652,-0.06,-0.42,0.39,-0.21,-1.95,1.98
1653,-0.09,-0.38,0.29,-0.37,-1.78,1.5
1654,-0.13,-0.39,0.2,-0.53,-1.82,1.05
1655,-0.13,-0.39,0.2,-0.53,-1.83,1.06
1656,-0.11,-0.39,0.17,-0.47,-1.81,0.91
1657,-0.02,-0.44,0.48,-0.01,-2.04,2.42
1658,-0.03,-0.44,0.51,-0.06,-2.06,2.53
1659,-0.07,-0.39,0.4,-0.28,-1.82,2
1660,-0.13,-0.4,0.19,-0.53,-1.87,1.02
1661,-0.16,-0.44,0.13,-0.69,-2.06,0.71
1662,-0.09,-0.41,0.33,-0.36,-1.92,1.67
1663,-0.07,-0.4,0.39,-0.23,-1.87,1.98
1664,-0.09,-0.37,0.31,-0.35,-1.7,1.58
1665,-0.12,-0.39,0.25,-0.49,-1.82,1.31
1666,-0.08,-0.39,0.33,-0.33,-1.83,1.7
1667,-0.09,-0.39,0.33,-0.36,-1.81,1.66
1668,-0.11,-0.39,0.27,-0.44,-1.83,1.41
1669,-0.1,-0.39,0.23,-0.4,-1.8,1.2
1670,-0.15,-0.46,0.18,-0.67,-2.15,0.94
1671,-0.12,-0.38,0.21,-0.48,-1.78,1.08
1672,-0.07,-0.4,0.34,-0.28,-1.88,1.72
1673,-0.1,-0.39,0.28,-0.39,-1.79,1.44
1674,-0.07,-0.4,0.3,-0.27,-1.86,1.54
1675,-0.08,-0.39,0.35,-0.3,-1.79,1.78
1676,-0.12,-0.39,0.21,-0.51,-1.81,1.1
1677,-0.11,-0.4,0.28,-0.47,-1.86,1.43
1678,-0.12,-0.38,0.27,-0.48,-1.76,1.37
1679,-0.11,-0.38,0.21,-0.46,-1.74,1.12
1680,-0.08,-0.4,0.35,-0.31,-1.85,1.78
1681,-0.12,-0.41,0.2,-0.49,-1.9,1.07
1682,-0.16,-0.47,0.14,-0.69,-2.17,0.74
1683,-0.12,-0.4,0.22,-0.51,-1.86,1.14
1684,-0.08,-0.4,0.33,-0.32,-1.86,1.69
1685,-0.02,-0.42,0.45,-0,-1.96,2.27
1686,-0.09,-0.37,0.23,-0.37,-1.73,1.17
1687,-0.19,-0.53,0.16,-0.84,-2.47,0.84
1688,-0.14,-0.41,0.16,-0.61,-1.92,0.84
1689,-0.14,-0.41,0.18,-0.59,-1.9,0.98
1690,-0.13,-0.4,0.18,-0.57,-1.84,0.97
1691,-0.17,-0.49,0.17,-0.75,-2.31,0.93
1692,-0.18,-0.49,0.13,-0.78,-2.28,0.7
1693,-0.13,-0.41,0.19,-0.53,-1.89,1.02
1694,-0.13,-0.42,0.18,-0.56,-1.95,0.95
1695,-0.14,-0.42,0.15,-0.61,-1.96,0.82
1696,-0.12,-0.39,0.24,-0.49,-1.83,1.26
1697,-0.14,-0.42,0.17,-0.58,-1.93,0.89
1698,-0.15,-0.45,0.19,-0.64,-2.12,1
1699,-0.15,-0.44,0.16,-0.63,-2.04,0.88
1700,-0.13,-0.4,0.19,-0.57,-1.87,1
1701,-0.13,-0.39,0.21,-0.56,-1.8,1.08
1702,-0.14,-0.43,0.18,-0.59,-2.01,0.97
1703,-0.15,-0.46,0.2,-0.66,-2.17,1.04
1704,-0.14,-0.41,0.16,-0.59,-1.91,0.84
1705,-0.07,-0.41,0.36,-0.26,-1.91,1.82
1706,-0.07,-0.4,0.38,-0.23,-1.86,1.93
1707,-0.06,-0.4,0.41,-0.22,-1.87,2.07
1708,-0.1,-0.38,0.28,-0.42,-1.78,1.45
1709,-0.14,-0.41,0.16,-0.6,-1.9,0.88
1710,-0.12,-0.39,0.24,-0.49,-1.82,1.23
1711,-0.12,-0.39,0.18,-0.51,-1.81,0.98
1712,-0.14,-0.43,0.15,-0.62,-2.03,0.83
1713,-0.11,-0.38,0.26,-0.46,-1.75,1.36
1714,-0.1,-0.38,0.29,-0.4,-1.74,1.5
1715,-0.06,-0.38,0.41,-0.19,-1.77,2.05
1716,-0.11,-0.39,0.23,-0.46,-1.83,1.19
1717,-0.1,-0.39,0.3,-0.4,-1.81,1.52
1718,-0.12,-0.42,0.2,-0.52,-1.93,1.06
1719,-0.18,-0.49,0.19,-0.79,-2.31,1.01
1720,-0.16,-0.46,0.14,-0.68,-2.16,0.78
1721,-0.14,-0.41,0.18,-0.61,-1.91,0.95
1722,-0.12,-0.41,0.21,-0.52,-1.88,1.11
1723,-0.11,-0.39,0.26,-0.45,-1.82,1.35
1724,-0.04,-0.42,0.44,-0.12,-1.96,2.22
1725,0.01,-0.39,0.43,0.14,-1.83,2.16
1726,-0.03,-0.36,0.33,-0.05,-1.67,1.7
1727,-0.06,-0.4,0.36,-0.21,-1.86,1.85
1728,-0.06,-0.4,0.38,-0.21,-1.86,1.93
1729,-0.06,-0.41,0.4,-0.21,-1.92,2.03
1730,-0.06,-0.41,0.44,-0.2,-1.93,2.22
1731,-0.1,-0.38,0.27,-0.41,-1.78,1.38
1732,-0.11,-0.38,0.22,-0.46,-1.75,1.13
1733,-0.04,-0.42,0.4,-0.13,-1.96,2
1734,-0.07,-0.39,0.39,-0.25,-1.82,1.96
1735,-0.1,-0.39,0.29,-0.4,-1.8,1.5
1736,-0.11,-0.39,0.28,-0.45,-1.83,1.42
1737,-0.1,-0.39,0.31,-0.4,-1.81,1.58
1738,-0.09,-0.39,0.33,-0.33,-1.79,1.7
1739,-0.07,-0.4,0.37,-0.25,-1.87,1.88
1740,-0.06,-0.42,0.38,-0.22,-1.94,1.94
1741,0.01,-0.47,0.55,0.14,-2.2,2.77
1742,-0,-0.43,0.52,0.06,-1.99,2.62
1743,-0.08,-0.36,0.27,-0.29,-1.65,1.37
1744,-0.16,-0.49,0.19,-0.67,-2.27,1
1745,-0.17,-0.49,0.18,-0.76,-2.31,0.97
1746,-0.22,-0.57,0.22,-0.98,-2.7,1.16
1747,-0.21,-0.57,0.21,-0.94,-2.7,1.1
1748,-0.16,-0.49,0.19,-0.72,-2.28,1.01
1749,-0.14,-0.41,0.15,-0.58,-1.92,0.83
1750,-0.11,-0.38,0.21,-0.43,-1.75,1.1
1751,-0.16,-0.48,0.17,-0.69,-2.25,0.92
1752,-0.13,-0.41,0.19,-0.54,-1.89,1.01
1753,-0.13,-0.39,0.2,-0.54,-1.82,1.08
1754,-0.12,-0.4,0.21,-0.51,-1.84,1.1
1755,-0.15,-0.45,0.16,-0.64,-2.11,0.85
1756,-0.11,-0.4,0.25,-0.44,-1.84,1.28
1757,-0.08,-0.37,0.28,-0.33,-1.69,1.46
1758,-0.16,-0.49,0.21,-0.7,-2.31,1.09
1759,-0.16,-0.47,0.21,-0.67,-2.19,1.1
1760,-0.17,-0.5,0.2,-0.75,-2.35,1.05
1761,-0.16,-0.47,0.18,-0.67,-2.19,0.95
1762,-0.14,-0.42,0.17,-0.6,-1.95,0.92
1763,-0.17,-0.47,0.18,-0.72,-2.22,0.97
1764,-0.2,-0.55,0.18,-0.89,-2.56,0.97
1765,-0.17,-0.45,0.14,-0.72,-2.09,0.75
1766,-0.12,-0.4,0.21,-0.52,-1.84,1.12
1767,-0.11,-0.4,0.27,-0.44,-1.85,1.41
1768,-0.13,-0.41,0.19,-0.54,-1.9,1
1769,-0.14,-0.45,0.16,-0.61,-2.08,0.86
1770,-0.17,-0.48,0.17,-0.75,-2.22,0.91
1771,-0.19,-0.49,0.14,-0.82,-2.31,0.75
1772,-0.15,-0.41,0.16,-0.62,-1.93,0.88
1773,-0.13,-0.4,0.17,-0.57,-1.87,0.91
1774,-0.11,-0.39,0.26,-0.47,-1.83,1.36
1775,-0.09,-0.37,0.3,-0.35,-1.7,1.54
1776,-0.15,-0.46,0.16,-0.64,-2.13,0.86
1777,-0.16,-0.44,0.13,-0.68,-2.03,0.71
1778,-0.14,-0.4,0.18,-0.57,-1.88,0.94
1779,-0.14,-0.42,0.16,-0.59,-1.96,0.88
1780,-0.13,-0.41,0.19,-0.56,-1.9,1.02
1781,-0.11,-0.39,0.25,-0.43,-1.8,1.29
1782,-0.14,-0.44,0.19,-0.58,-2.05,1
1783,-0.15,-0.47,0.21,-0.64,-2.19,1.11
1784,-0.14,-0.44,0.2,-0.59,-2.04,1.04
1785,-0.14,-0.42,0.16,-0.59,-1.94,0.88
1786,-0.12,-0.39,0.19,-0.49,-1.8,1.03
1787,-0.15,-0.45,0.19,-0.65,-2.08,1.02
1788,-0.15,-0.43,0.17,-0.63,-2.02,0.92
1789,-0.15,-0.43,0.14,-0.65,-1.99,0.78
1790,-0.13,-0.41,0.17,-0.57,-1.93,0.89
1791,-0.18,-0.5,0.19,-0.77,-2.36,1.03
1792,-0.19,-0.5,0.14,-0.84,-2.36,0.77
1793,-0.14,-0.43,0.16,-0.59,-1.99,0.86
1794,-0.15,-0.45,0.18,-0.64,-2.08,0.93
1795,-0.14,-0.41,0.18,-0.59,-1.89,0.95
1796,-0.09,-0.4,0.31,-0.34,-1.85,1.58
1797,-0.02,-0.42,0.43,-0.03,-1.95,2.18
1798,-0.08,-0.37,0.33,-0.31,-1.72,1.7
1799,-0.12,-0.4,0.19,-0.49,-1.84,1.01
1800,-0.08,-0.39,0.33,-0.31,-1.83,1.68
1801,-0.03,-0.42,0.43,-0.04,-1.94,2.17
1802,-0.03,-0.42,0.41,-0.07,-1.96,2.07
1803,-0.08,-0.35,0.29,-0.32,-1.62,1.47
1804,-0.17,-0.48,0.13,-0.74,-2.24,0.73
1805,-0.12,-0.39,0.23,-0.52,-1.82,1.22
1806,-0.12,-0.41,0.25,-0.48,-1.89,1.28
1807,-0.12,-0.39,0.26,-0.49,-1.82,1.37
1808,-0.09,-0.4,0.31,-0.37,-1.86,1.57
1809,-0.05,-0.41,0.42,-0.16,-1.93,2.1
1810,-0.1,-0.38,0.26,-0.42,-1.78,1.35
1811,-0.12,-0.39,0.24,-0.48,-1.8,1.24
1812,-0.09,-0.4,0.31,-0.37,-1.86,1.59
1813,-0.1,-0.38,0.26,-0.43,-1.74,1.33
1814,-0.16,-0.44,0.14,-0.7,-2.07,0.74
1815,-0.09,-0.41,0.31,-0.34,-1.91,1.6
1816,-0.07,-0.37,0.37,-0.25,-1.73,1.86
1817,-0.15,-0.44,0.16,-0.64,-2.07,0.87
1818,-0.12,-0.39,0.23,-0.51,-1.82,1.18
1819,-0.08,-0.41,0.36,-0.29,-1.89,1.82
1820,-0.07,-0.37,0.37,-0.25,-1.73,1.88
1821,-0.14,-0.43,0.18,-0.6,-2.01,0.95
1822,-0.13,-0.39,0.19,-0.55,-1.8,0.99
1823,-0.11,-0.39,0.24,-0.44,-1.8,1.26
1824,-0.16,-0.47,0.16,-0.69,-2.18,0.84
1825,-0.16,-0.46,0.15,-0.7,-2.14,0.81
1826,-0.14,-0.41,0.16,-0.61,-1.89,0.87
1827,-0.14,-0.42,0.16,-0.61,-1.95,0.85
1828,-0.1,-0.39,0.24,-0.4,-1.8,1.26
1829,0.01,-0.35,0.35,0.15,-1.62,1.77
1830,0.06,-0.31,0.42,0.37,-1.44,2.11
1831,0.03,-0.32,0.32,0.24,-1.45,1.63
1832,-0.09,-0.36,0.26,-0.37,-1.68,1.34
1833,-0.16,-0.49,0.18,-0.7,-2.3,0.95
1834,-0.12,-0.41,0.17,-0.5,-1.92,0.93
1835,-0.07,-0.42,0.37,-0.24,-1.94,1.86
1836,-0.11,-0.39,0.23,-0.46,-1.82,1.2
1837,-0.14,-0.43,0.16,-0.6,-2.03,0.87
1838,-0.14,-0.42,0.18,-0.59,-1.96,0.93
1839,-0.13,-0.39,0.23,-0.54,-1.79,1.2
1840,-0.11,-0.39,0.25,-0.45,-1.82,1.27
1841,-0.13,-0.41,0.22,-0.57,-1.92,1.13
1842,-0.14,-0.44,0.15,-0.62,-2.04,0.81
1843,-0.19,-0.54,0.15,-0.84,-2.53,0.81
1844,-0.14,-0.43,0.16,-0.6,-2.02,0.85
1845,-0.17,-0.5,0.16,-0.73,-2.34,0.87
1846,-0.14,-0.42,0.16,-0.61,-1.96,0.84
1847,-0.08,-0.42,0.38,-0.29,-1.94,1.94
1848,-0.06,-0.41,0.42,-0.19,-1.92,2.13
1849,-0.08,-0.39,0.37,-0.31,-1.81,1.86
1850,-0.12,-0.4,0.28,-0.48,-1.83,1.43
1851,-0.12,-0.39,0.25,-0.5,-1.81,1.29
1852,-0.11,-0.38,0.22,-0.47,-1.78,1.17
1853,-0.13,-0.44,0.19,-0.56,-2.05,1.03
1854,-0.1,-0.41,0.28,-0.38,-1.89,1.46
1855,-0.06,-0.41,0.45,-0.21,-1.92,2.27
1856,-0.13,-0.4,0.21,-0.53,-1.86,1.08
1857,-0.12,-0.4,0.24,-0.5,-1.86,1.27
1858,-0.09,-0.39,0.31,-0.37,-1.82,1.6
1859,-0.09,-0.39,0.32,-0.37,-1.79,1.64
1860,-0.09,-0.4,0.32,-0.34,-1.85,1.62
1861,-0.02,-0.42,0.44,-0,-1.97,2.22
1862,-0.05,-0.42,0.42,-0.15,-1.95,2.11
1863,-0.11,-0.39,0.26,-0.45,-1.81,1.36
1864,-0.15,-0.46,0.15,-0.67,-2.15,0.79
1865,-0.21,-0.57,0.11,-0.94,-2.69,0.63
1866,-0.15,-0.43,0.14,-0.63,-1.99,0.74
1867,-0.19,-0.52,0.19,-0.83,-2.45,1.03
1868,-0.17,-0.5,0.18,-0.75,-2.36,0.96
1869,-0.15,-0.44,0.14,-0.66,-2.04,0.78
1870,-0.11,-0.11,-0.11,-0.52,-0.52,-0.52
1871,0.04,0.04,0.04,0.22,0.22,0.22
1872,-0.03,-0.03,-0.03,-0.13,-0.13,-0.13
1873,-0.27,-0.27,-0.27,-1.29,-1.29,-1.29
1874,-0.16,-0.16,-0.16,-0.74,-0.74,-0.74
1875,-0.23,-0.23,-0.23,-1.08,-1.08,-1.08
1876,0.01,0.01,0.01,0.05,0.05,0.05
1877,0.23,0.23,0.23,1.11,1.11,1.11
1878,-0.17,-0.17,-0.17,-0.8,-0.8,-0.8
1879,-0.18,-0.18,-0.18,-0.84,-0.84,-0.84
1880,-0.14,-0.14,-0.14,-0.66,-0.66,-0.66
1881,-0.04,-0.04,-0.04,-0.17,-0.17,-0.17
1882,-0.1,-0.1,-0.1,-0.49,-0.49,-0.49
1883,0.03,0.03,0.03,0.13,0.13,0.13
1884,-0.02,-0.02,-0.02,-0.1,-0.1,-0.1
1885,-0.15,-0.15,-0.15,-0.69,-0.69,-0.69
1886,-0.29,-0.29,-0.29,-1.38,-1.38,-1.38
1887,-0.17,-0.17,-0.17,-0.79,-0.79,-0.79
1888,-0.28,-0.28,-0.28,-1.32,-1.32,-1.32
1889,-0.26,-0.26,-0.26,-1.21,-1.21,-1.21
1890,-0.37,-0.37,-0.37,-1.76,-1.76,-1.76
1891,0.05,0.05,0.05,0.25,0.25,0.25
1892,-0.37,-0.37,-0.37,-1.76,-1.76,-1.76
1893,-0.15,-0.15,-0.15,-0.7,-0.7,-0.7
1894,0.08,0.08,0.08,0.4,0.4,0.4
1895,-0.08,-0.08,-0.08,-0.36,-0.36,-0.36
1896,0.15,0.15,0.15,0.71,0.71,0.71
1897,-0.28,-0.28,-0.28,-1.31,-1.31,-1.31
1898,-0.25,-0.25,-0.25,-1.16,-1.16,-1.16
1899,-0.19,-0.19,-0.19,-0.88,-0.88,-0.88
1900,-0.28,-0.28,-0.28,-1.32,-1.32,-1.32
1901,-0.24,-0.24,-0.24,-1.14,-1.14,-1.14
1902,0.02,0.02,0.02,0.12,0.12,0.12
1903,-0.17,-0.17,-0.17,-0.78,-0.78,-0.78
1904,-0.17,-0.17,-0.17,-0.81,-0.81,-0.81
